Comunidades Autonomas;Naturaleza de la finca;Número e importe;Periodo;Total
16 País Vasco;Solares;Importe de hipotecas;2022M05;48.002
16 País Vasco;Solares;Importe de hipotecas;2022M04;39.878
16 País Vasco;Solares;Importe de hipotecas;2022M03;103.195
16 País Vasco;Solares;Importe de hipotecas;2022M02;30.644
16 País Vasco;Solares;Importe de hipotecas;2022M01;30.468
16 País Vasco;Solares;Importe de hipotecas;2021M12;17.690
16 País Vasco;Solares;Importe de hipotecas;2021M11;22.504
16 País Vasco;Solares;Importe de hipotecas;2021M10;36.174
16 País Vasco;Solares;Importe de hipotecas;2021M09;55.734
16 País Vasco;Solares;Importe de hipotecas;2021M08;72.818
16 País Vasco;Solares;Importe de hipotecas;2021M07;39.451
16 País Vasco;Solares;Importe de hipotecas;2021M06;27.047
16 País Vasco;Solares;Importe de hipotecas;2021M05;56.788
16 País Vasco;Solares;Importe de hipotecas;2021M04;22.728
16 País Vasco;Solares;Importe de hipotecas;2021M03;159.208
16 País Vasco;Solares;Importe de hipotecas;2021M02;62.751
16 País Vasco;Solares;Importe de hipotecas;2021M01;38.087
16 País Vasco;Solares;Importe de hipotecas;2020M12;45.721
16 País Vasco;Solares;Importe de hipotecas;2020M11;49.609
16 País Vasco;Solares;Importe de hipotecas;2020M10;13.868
16 País Vasco;Solares;Importe de hipotecas;2020M09;29.674
16 País Vasco;Solares;Importe de hipotecas;2020M08;28.209
16 País Vasco;Solares;Importe de hipotecas;2020M07;52.364
16 País Vasco;Solares;Importe de hipotecas;2020M06;51.039
16 País Vasco;Solares;Importe de hipotecas;2020M05;14.480
16 País Vasco;Solares;Importe de hipotecas;2020M04;43.822
16 País Vasco;Solares;Importe de hipotecas;2020M03;21.211
16 País Vasco;Solares;Importe de hipotecas;2020M02;29.318
16 País Vasco;Solares;Importe de hipotecas;2020M01;40.845
16 País Vasco;Solares;Importe de hipotecas;2019M12;21.938
16 País Vasco;Solares;Importe de hipotecas;2019M11;47.841
16 País Vasco;Solares;Importe de hipotecas;2019M10;11.152
16 País Vasco;Solares;Importe de hipotecas;2019M09;25.858
16 País Vasco;Solares;Importe de hipotecas;2019M08;52.536
16 País Vasco;Solares;Importe de hipotecas;2019M07;18.525
16 País Vasco;Solares;Importe de hipotecas;2019M06;58.890
16 País Vasco;Solares;Importe de hipotecas;2019M05;45.362
16 País Vasco;Solares;Importe de hipotecas;2019M04;28.235
16 País Vasco;Solares;Importe de hipotecas;2019M03;34.858
16 País Vasco;Solares;Importe de hipotecas;2019M02;45.436
16 País Vasco;Solares;Importe de hipotecas;2019M01;83.171
16 País Vasco;Solares;Importe de hipotecas;2018M12;20.114
16 País Vasco;Solares;Importe de hipotecas;2018M11;44.465
16 País Vasco;Solares;Importe de hipotecas;2018M10;19.909
16 País Vasco;Solares;Importe de hipotecas;2018M09;35.799
16 País Vasco;Solares;Importe de hipotecas;2018M08;9.048
16 País Vasco;Solares;Importe de hipotecas;2018M07;41.302
16 País Vasco;Solares;Importe de hipotecas;2018M06;33.790
16 País Vasco;Solares;Importe de hipotecas;2018M05;70.188
16 País Vasco;Solares;Importe de hipotecas;2018M04;47.372
16 País Vasco;Solares;Importe de hipotecas;2018M03;33.879
16 País Vasco;Solares;Importe de hipotecas;2018M02;19.645
16 País Vasco;Solares;Importe de hipotecas;2018M01;60.866
16 País Vasco;Solares;Importe de hipotecas;2017M12;37.961
16 País Vasco;Solares;Importe de hipotecas;2017M11;25.101
16 País Vasco;Solares;Importe de hipotecas;2017M10;13.651
16 País Vasco;Solares;Importe de hipotecas;2017M09;72.714
16 País Vasco;Solares;Importe de hipotecas;2017M08;44.577
16 País Vasco;Solares;Importe de hipotecas;2017M07;14.542
16 País Vasco;Solares;Importe de hipotecas;2017M06;35.144
16 País Vasco;Solares;Importe de hipotecas;2017M05;48.851
16 País Vasco;Solares;Importe de hipotecas;2017M04;49.438
16 País Vasco;Solares;Importe de hipotecas;2017M03;28.566
16 País Vasco;Solares;Importe de hipotecas;2017M02;95.608
16 País Vasco;Solares;Importe de hipotecas;2017M01;39.841
16 País Vasco;Solares;Importe de hipotecas;2016M12;14.858
16 País Vasco;Solares;Importe de hipotecas;2016M11;22.927
16 País Vasco;Solares;Importe de hipotecas;2016M10;22.047
16 País Vasco;Solares;Importe de hipotecas;2016M09;27.699
16 País Vasco;Solares;Importe de hipotecas;2016M08;35.915
16 País Vasco;Solares;Importe de hipotecas;2016M07;118.803
16 País Vasco;Solares;Importe de hipotecas;2016M06;32.360
16 País Vasco;Solares;Importe de hipotecas;2016M05;27.920
16 País Vasco;Solares;Importe de hipotecas;2016M04;24.976
16 País Vasco;Solares;Importe de hipotecas;2016M03;31.115
16 País Vasco;Solares;Importe de hipotecas;2016M02;57.655
16 País Vasco;Solares;Importe de hipotecas;2016M01;40.685
16 País Vasco;Solares;Importe de hipotecas;2015M12;24.574
16 País Vasco;Solares;Importe de hipotecas;2015M11;41.840
16 País Vasco;Solares;Importe de hipotecas;2015M10;41.171
16 País Vasco;Solares;Importe de hipotecas;2015M09;24.025
16 País Vasco;Solares;Importe de hipotecas;2015M08;35.078
16 País Vasco;Solares;Importe de hipotecas;2015M07;26.818
16 País Vasco;Solares;Importe de hipotecas;2015M06;18.438
16 País Vasco;Solares;Importe de hipotecas;2015M05;16.355
16 País Vasco;Solares;Importe de hipotecas;2015M04;27.267
16 País Vasco;Solares;Importe de hipotecas;2015M03;20.930
16 País Vasco;Solares;Importe de hipotecas;2015M02;32.278
16 País Vasco;Solares;Importe de hipotecas;2015M01;21.759
16 País Vasco;Solares;Importe de hipotecas;2014M12;13.224
16 País Vasco;Solares;Importe de hipotecas;2014M11;41.292
16 País Vasco;Solares;Importe de hipotecas;2014M10;5.431
16 País Vasco;Solares;Importe de hipotecas;2014M09;15.410
16 País Vasco;Solares;Importe de hipotecas;2014M08;44.713
16 País Vasco;Solares;Importe de hipotecas;2014M07;7.037
16 País Vasco;Solares;Importe de hipotecas;2014M06;8.501
16 País Vasco;Solares;Importe de hipotecas;2014M05;15.106
16 País Vasco;Solares;Importe de hipotecas;2014M04;16.514
16 País Vasco;Solares;Importe de hipotecas;2014M03;13.449
16 País Vasco;Solares;Importe de hipotecas;2014M02;62.922
16 País Vasco;Solares;Importe de hipotecas;2014M01;74.565
16 País Vasco;Solares;Importe de hipotecas;2013M12;29.077
16 País Vasco;Solares;Importe de hipotecas;2013M11;27.040
16 País Vasco;Solares;Importe de hipotecas;2013M10;27.129
16 País Vasco;Solares;Importe de hipotecas;2013M09;12.056
16 País Vasco;Solares;Importe de hipotecas;2013M08;12.242
16 País Vasco;Solares;Importe de hipotecas;2013M07;2.418
16 País Vasco;Solares;Importe de hipotecas;2013M06;33.917
16 País Vasco;Solares;Importe de hipotecas;2013M05;23.841
16 País Vasco;Solares;Importe de hipotecas;2013M04;16.313
16 País Vasco;Solares;Importe de hipotecas;2013M03;46.262
16 País Vasco;Solares;Importe de hipotecas;2013M02;47.456
16 País Vasco;Solares;Importe de hipotecas;2013M01;23.642
16 País Vasco;Solares;Importe de hipotecas;2012M12;27.746
16 País Vasco;Solares;Importe de hipotecas;2012M11;5.227
16 País Vasco;Solares;Importe de hipotecas;2012M10;11.614
16 País Vasco;Solares;Importe de hipotecas;2012M09;20.246
16 País Vasco;Solares;Importe de hipotecas;2012M08;46.164
16 País Vasco;Solares;Importe de hipotecas;2012M07;45.082
16 País Vasco;Solares;Importe de hipotecas;2012M06;14.287
16 País Vasco;Solares;Importe de hipotecas;2012M05;34.305
16 País Vasco;Solares;Importe de hipotecas;2012M04;24.938
16 País Vasco;Solares;Importe de hipotecas;2012M03;16.376
16 País Vasco;Solares;Importe de hipotecas;2012M02;55.789
16 País Vasco;Solares;Importe de hipotecas;2012M01;40.035
16 País Vasco;Solares;Importe de hipotecas;2011M12;27.159
16 País Vasco;Solares;Importe de hipotecas;2011M11;24.746
16 País Vasco;Solares;Importe de hipotecas;2011M10;58.178
16 País Vasco;Solares;Importe de hipotecas;2011M09;66.346
16 País Vasco;Solares;Importe de hipotecas;2011M08;65.610
16 País Vasco;Solares;Importe de hipotecas;2011M07;51.750
16 País Vasco;Solares;Importe de hipotecas;2011M06;47.164
16 País Vasco;Solares;Importe de hipotecas;2011M05;85.151
16 País Vasco;Solares;Importe de hipotecas;2011M04;67.928
16 País Vasco;Solares;Importe de hipotecas;2011M03;75.627
16 País Vasco;Solares;Importe de hipotecas;2011M02;36.087
16 País Vasco;Solares;Importe de hipotecas;2011M01;91.878
16 País Vasco;Solares;Importe de hipotecas;2010M12;59.801
16 País Vasco;Solares;Importe de hipotecas;2010M11;32.400
16 País Vasco;Solares;Importe de hipotecas;2010M10;115.687
16 País Vasco;Solares;Importe de hipotecas;2010M09;38.173
16 País Vasco;Solares;Importe de hipotecas;2010M08;50.973
16 País Vasco;Solares;Importe de hipotecas;2010M07;101.913
16 País Vasco;Solares;Importe de hipotecas;2010M06;151.070
16 País Vasco;Solares;Importe de hipotecas;2010M05;77.776
16 País Vasco;Solares;Importe de hipotecas;2010M04;27.411
16 País Vasco;Solares;Importe de hipotecas;2010M03;87.297
16 País Vasco;Solares;Importe de hipotecas;2010M02;74.597
16 País Vasco;Solares;Importe de hipotecas;2010M01;96.071
16 País Vasco;Solares;Importe de hipotecas;2009M12;79.971
16 País Vasco;Solares;Importe de hipotecas;2009M11;92.876
16 País Vasco;Solares;Importe de hipotecas;2009M10;145.934
16 País Vasco;Solares;Importe de hipotecas;2009M09;89.094
16 País Vasco;Solares;Importe de hipotecas;2009M08;86.325
16 País Vasco;Solares;Importe de hipotecas;2009M07;70.842
16 País Vasco;Solares;Importe de hipotecas;2009M06;285.994
16 País Vasco;Solares;Importe de hipotecas;2009M05;105.363
16 País Vasco;Solares;Importe de hipotecas;2009M04;180.796
16 País Vasco;Solares;Importe de hipotecas;2009M03;155.241
16 País Vasco;Solares;Importe de hipotecas;2009M02;107.867
16 País Vasco;Solares;Importe de hipotecas;2009M01;99.022
16 País Vasco;Solares;Importe de hipotecas;2008M12;132.201
16 País Vasco;Solares;Importe de hipotecas;2008M11;70.176
16 País Vasco;Solares;Importe de hipotecas;2008M10;172.193
16 País Vasco;Solares;Importe de hipotecas;2008M09;202.838
16 País Vasco;Solares;Importe de hipotecas;2008M08;158.872
16 País Vasco;Solares;Importe de hipotecas;2008M07;141.790
16 País Vasco;Solares;Importe de hipotecas;2008M06;219.963
16 País Vasco;Solares;Importe de hipotecas;2008M05;146.607
16 País Vasco;Solares;Importe de hipotecas;2008M04;182.265
16 País Vasco;Solares;Importe de hipotecas;2008M03;97.295
16 País Vasco;Solares;Importe de hipotecas;2008M02;162.657
16 País Vasco;Solares;Importe de hipotecas;2008M01;103.621
16 País Vasco;Solares;Importe de hipotecas;2007M12;210.446
16 País Vasco;Solares;Importe de hipotecas;2007M11;145.585
16 País Vasco;Solares;Importe de hipotecas;2007M10;186.559
16 País Vasco;Solares;Importe de hipotecas;2007M09;251.050
16 País Vasco;Solares;Importe de hipotecas;2007M08;155.209
16 País Vasco;Solares;Importe de hipotecas;2007M07;128.490
16 País Vasco;Solares;Importe de hipotecas;2007M06;190.923
16 País Vasco;Solares;Importe de hipotecas;2007M05;148.965
16 País Vasco;Solares;Importe de hipotecas;2007M04;124.744
16 País Vasco;Solares;Importe de hipotecas;2007M03;250.875
16 País Vasco;Solares;Importe de hipotecas;2007M02;201.849
16 País Vasco;Solares;Importe de hipotecas;2007M01;395.415
16 País Vasco;Solares;Importe de hipotecas;2006M12;96.192
16 País Vasco;Solares;Importe de hipotecas;2006M11;219.627
16 País Vasco;Solares;Importe de hipotecas;2006M10;145.119
16 País Vasco;Solares;Importe de hipotecas;2006M09;215.740
16 País Vasco;Solares;Importe de hipotecas;2006M08;112.856
16 País Vasco;Solares;Importe de hipotecas;2006M07;173.555
16 País Vasco;Solares;Importe de hipotecas;2006M06;202.697
16 País Vasco;Solares;Importe de hipotecas;2006M05;137.942
16 País Vasco;Solares;Importe de hipotecas;2006M04;112.716
16 País Vasco;Solares;Importe de hipotecas;2006M03;265.219
16 País Vasco;Solares;Importe de hipotecas;2006M02;138.716
16 País Vasco;Solares;Importe de hipotecas;2006M01;125.552
16 País Vasco;Solares;Importe de hipotecas;2005M12;94.292
16 País Vasco;Solares;Importe de hipotecas;2005M11;111.918
16 País Vasco;Solares;Importe de hipotecas;2005M10;135.697
16 País Vasco;Solares;Importe de hipotecas;2005M09;171.992
16 País Vasco;Solares;Importe de hipotecas;2005M08;62.588
16 País Vasco;Solares;Importe de hipotecas;2005M07;135.731
16 País Vasco;Solares;Importe de hipotecas;2005M06;133.759
16 País Vasco;Solares;Importe de hipotecas;2005M05;134.821
16 País Vasco;Solares;Importe de hipotecas;2005M04;94.353
16 País Vasco;Solares;Importe de hipotecas;2005M03;73.296
16 País Vasco;Solares;Importe de hipotecas;2005M02;100.700
16 País Vasco;Solares;Importe de hipotecas;2005M01;119.974
16 País Vasco;Solares;Importe de hipotecas;2004M12;106.967
16 País Vasco;Solares;Importe de hipotecas;2004M11;168.751
16 País Vasco;Solares;Importe de hipotecas;2004M10;104.318
16 País Vasco;Solares;Importe de hipotecas;2004M09;108.392
16 País Vasco;Solares;Importe de hipotecas;2004M08;84.374
16 País Vasco;Solares;Importe de hipotecas;2004M07;129.659
16 País Vasco;Solares;Importe de hipotecas;2004M06;166.627
16 País Vasco;Solares;Importe de hipotecas;2004M05;92.507
16 País Vasco;Solares;Importe de hipotecas;2004M04;96.808
16 País Vasco;Solares;Importe de hipotecas;2004M03;131.733
16 País Vasco;Solares;Importe de hipotecas;2004M02;192.015
16 País Vasco;Solares;Importe de hipotecas;2004M01;145.444
16 País Vasco;Solares;Importe de hipotecas;2003M12;126.190
16 País Vasco;Solares;Importe de hipotecas;2003M11;99.547
16 País Vasco;Solares;Importe de hipotecas;2003M10;82.474
16 País Vasco;Solares;Importe de hipotecas;2003M09;121.737
